"Text","Sentiment"
"wabah covid-19 ini bahaya garagara sangat mudah untuk menular dan telah menghilangkan ribuan nyawa dan indonesia masih santai pemerintah enjoy dengan menutupi nya masyarakat santuy dengan liburannya mungkin bukan hal yg salah kalo semua org nya sehat tidak terdampak covid-19","Negative"
"w percaya kalo indonesia udah kena puluhan bakan ratusan ribu orang. ini karna pemerintah kurang peka buat meriksain rakyatnya test covid-19. https://twitter.com/CNNIndonesia/status/1243461266271694848Â â€¦","Negative"
"virus ini yg berbahaya adalah dampak yang di berikan, seperti lockdown dan sekarang Napi di bebasin, ketika semua orang di rumah, bukan imun yang ia jaga lagi, tapi perlawanan ketika terjadi nya pencuriaan karena banyak yg tidak bisa memenuhi hidupnya sendiri bahkan keluarganya.","Negative"
"virus ini yg berbahaya adalah dampak yang di berikan, seperti lockdown dan sekarang Napi di bebasin, ketika semua orang di rumah, bukan imun yang ia jaga lagi, tapi perlawanan ketika terjadi nya pencuriaan karena banyak yg tidak bisa memenuhi hidupnya sendiri bahkan keluarganya.","Negative"
"Urus wae dagangan sepatu mu, sok2an mbelani UKM..
Wabah ini sudah pasti berdampak ke segala aspek, termasuk ekonomi kecil..
Yang dituntut sekarang bagaimana kesiapan pemerintah untuk mengatasi semua dampak dr aspek2 tsb itu..

Nek negoro ne kuat, yo gak wedi lockdown su..","Negative"
"untung lah gub DKI Anis cepat tsnggap.klu di tunggu pemerintah pusat ntahlah mau jadi apa indonesia krn covid 19","Negative"
"Turut berduka cita. Semoga tidak ada lagi korban berjatuhan akibat covid-19. Ayo pak @jokowi ditunggu langkah konkrit dan jitu dari pemerintah utk membasmi corona dari bumi Indonesia.. #LawanCovid19 #LawanCoronahttps://twitter.com/detikcom/status/1246129508991799297Â â€¦","Negative"
"Tuh udh banyak sumbangan smpe bermiliar2 utk Indonesia, belilah lagi obat sama APD2 tuh lagi he pemerintah ! Gercep2 ! #CoronaIndonesia #Covid_19","Negative"
"Tuan dan puan yang sangat khawatir aspek ekonomi, sejarah mengajarkan bahwa kota dengan dampak ekonomi lebih kecil justru dengan lockdown. 
Sila cek twit di bawah ini @jokowi @fadjroeL @mohmahfudmd
#KarantinaWilayahhttps://twitter.com/loetjoek/status/1247101824001171458Â â€¦","Negative"
"Total pasien covid-19 di Indonesia udah 1000 lebih. Pemerintah mau giveaway apa nih","Negative"
"tolong belajar dari negara"" yg kena dampak corona pak.kemarin di Taiwan sini lebih dulu terkena corona ,sekarang malah di indonesia lebih banyak dari taiwan.tolong berlakukan lockdown untuk sementara waktu.biar wabah dapat terkendali.","Negative"
"To be brutally honest, Indonesia does NOT have what it takes to execute lockdown. Kucuran dana thok? Ngawur, India gelontorkan 352 triliun ttp chaos tu & akhirnya dampak penyebaran virusnya lebih parah! Beruntung, kita gak sampai Lockdown, tapi karantina wilayah. Dukung & doakan. https://twitter.com/srivatsayb/status/1243900261271142400Â â€¦","Negative"
"Tingkat kematian akibat COVID-19 di Indonesia ada di peringkat kedua di dunia? Mentolo tak ppppppp pemerintah iki","Negative"
"Tidak Tegas itu betul.

Negara lain jelas aturannya Lockdown untuk mengurangi dampak positif Covid yang masih 100-an kenaikannya.

Malaysia Positif Covid sudah 2000 langsung tegas Lockdown. Sementara di sini masih ribet dengan istilahÂ² pengganti Lockdown","Negative"
"tidak lockdown pun bisa lebih krisis lagi, yaitu krisis kesehatan, kalau dampak corona sudah semakin luas, masyarakat bisa panik, tidak kriminal dan penjarahan  bisa saja terjadi. untuk sementara kita bisa makan dari apa yg bisa di hasilkan oleh alam bumi indonesia.","Negative"
"Tidak ada yg menjamin masuk tidaknya keberadaa. Virus covid 19.pada suatu negara.

Tapi sebelum mewabah di Indonesia .pemerintah sudah diingatkan akan keberadaan virus ini..dan inilah jawabannya.silahkan anda pelajari..miss Maia..! https://twitter.com/Namaku_Anisa/status/1248155089732161536Â â€¦pic.twitter.com/Xqmdl6JQeu","Negative"
"Tiba-tiba kepikir gini

Masyarakat Indonesia kok byk yg nyalahin pemerintahnya ya, mereka bilang pemerintah kurang tegas lah bikin peraturan utk stay at home, atau terlambat me lock down daerah lah atau mereka menyalahkan covid-19 menyebar karena pemerintah kurang tanggap lah","Negative"
"Tes masal lah, nanti bakal tau siapa aja yg terkena dampak virus ini terus di isolasi.. kalau lock down.. negara kita belum siap deh","Negative"
"Terus apa langkah pemerintah sampai saat ini menyuruh kami rakyat Indonesia hanya berdiam diri dirumah, yang kami butuhkan bukan hanya menghimbau, tapi bekerja, mengatur, bahkan kalau perlu memaksa karena itu wewenang Negara. Lihat jumlah pasien covid-19 sampai saat ngeri banget","Negative"
"Solidaritas Jadi Modal Indonesia Lawan Covid-19 .
Memang orang kaya ada yang mau?
Pemerintah saja minta donasi sampe kerakyat jelata.
 https://republika.co.id/berita/q7uu1w328/solidaritas-jadi-modal-indonesia-lawan-covid19Â â€¦","Negative"
"Social Distancing tidak memiliki tolok ukur efektifitas
Pemerintah punya?

Kelambanan Pemerintah dlm tangani COVID-19 mengancam HAK HIDUP Rakyat Indonesia

Kecepatan penanganan PERDARAHAN menggunakan langkah penanganan BISUL = SUPER BODOH

STOP PERTONTONKAN KEBODOHAN","Negative"
"Soal dampak saya paham
Tp ttp aja yg jd korban rakyat kecil kan?
Orang gedean mah santai
Tp rakyat kecil? Udah duit ngepas nyawa lg taruhannya
Dimana keadilannya?
Buat keadilan lockdown aja, pemerintah tanggung jawab sm rakyatnya dan kerugian atas wabah ini dirasakan oleh smuanya","Negative"
"Smg RI tdk mengalami jatuh tempo masal seperti ini, walaupun agak pesimis kl melihat keseriusan pemerintah @jokowi menghadapi #COVID19

Dlm situasi wabah, ribuan TKA Cina masuk ke NKRI

Seram: Jatuh Tempo Massal Covid-19 di USA, Bagaimana dengan Indonesia? http://share.babe.news/s/SmpdvcyYfÂ ","Negative"
"Smg RI tdk mengalami jatuh tempo masal seperti ini, walaupun agak pesimis kl melihat keseriusan pemerintah @jokowi menghadapi #COVID19

Dlm situasi wabah, ribuan TKA Cina masuk ke NKRI

Seram: Jatuh Tempo Massal Covid-19 di USA, Bagaimana dengan Indonesia? http://share.babe.news/s/SmpdvcyYfÂ ","Negative"
"Sjk wabah ini muncul, sikp pemerintah sudh bikn geleng kepala. Takmau mengambl opsi lockdown,Â takingin gunakan istilah karantina wilyah, tp memkai pembatasan sosial berskala besr untuk mengurangi dampak ekonomi negara.
>#KhilafahBukanAncaman
#BebaskanBungAli
#RezimAntiKritik","Negative"
"Singapura skrg menghadapi serangan covid-19 gel. ke 2, China jg mulai menerima serangan gel. ke 2. Serangan gel. ke 2 ternyata sama ampuhnya. Indonesia? Pemerintah harus dengar apa kata para ahli, kita harus waspada. Jangan sombong ketika gelombang ke 1 covid-19 blm datang","Negative"
"Silahkan bca lgi twt sya ""Mari cari solusi utk membantu segala dampak buruk lockdown bagi masyarakat""
Sya gk asal minta lockdown, sya jg bkan kalangan menengah k atas kok. Pemerintah mmang harus brtanggungjawab dgn nasib masyarakat menengah kebawah jika terjadi lockdown.","Negative"
"Sibuk ngutang, sibuk investasi, sibuk bangun ibukota baru hingga melupakan kesehaatan masyarakat.WHO sampai geram kepada pemerintah Indonesia dalam menghadapi wabah covid 19","Negative"
"Siapa yg jd biang kerok meremehkan serangan COVID-19 di Indonesia?

Dianggap spt sakit flu biasa, bisa sembuh sendiri, virus tdk berkembang di iklim tropis, dsb.

Sikap cengengesan ini akhirnya 'menular' ke rakyat yg pemahamannya kurang.

Ya, pemerintah pusat lah biang keroknya.","Negative"
"siapa yang menikmati?,ujung ujungnya kalau menyebar lebih banyak ya balik ke solusi lock down dan perekonomian pun juga terpaksa terhenti,lagian juga demi mengurangi dampak, kalau udah mereda ya perekonomian bakal balik seperti awal lagi","Negative"
"Si tolol ini menyanggah argumennya sendiri.
Bahkan sudah dijelaskan pun otak lo ga nyampe. Bela terus pemerintah sampai mati. Seyakin lo di Januari bahwa tidak ada CoVid-19 di Indonesia. 
Kapan gw nyalahin dokter, bangsat. https://twitter.com/arifmhd/status/1240246839397376003Â â€¦","Negative"
"Setuju, Indonesia pemerintah nya kurang begitu tegas dalam masalah covid 19","Negative"
"Setuju the pejabat buat ngebantu menengulangi covid 19 ,tapi kayaknya chi pemerintah Indonesia banyak yg gak perduli pasmau yalon muluk muluk kalau udah jadi lupa janji","Negative"
"Setuju karena semua berawal dari kelalaian pemerintah, fakta ketika indonesia sudah kena wabah COVID-19 di kendari masih saja ada tka dari china yang masuk dengan visa kunjungan tanpa karantina dan pengawasan, ktk di videoin yang di tangkap malah yang bikin video? Lbh egois mana?","Negative"
"Setelah wabah ini berakhir, dan situasi kembali normal. Mari kita tagih permintaan maaf dari pemerintah karena tidak melakukan upaya preventif dan malah memilih denial dengan semua kemungkinan COVID-19 yang sudah masuk ke Indonesia.","Negative"
"Sesuai undang undang karantina wilayah, pemerintah wajib menafkahi warganya selama lockdown. Maksudnya, ya udah lockdown gitu. Gausah mikirr dampak ekonomi (kalo di lockdown) gue nangkepnya gitu malah:(","Negative"
"seriously yang minta lockdown kalo liat ini gimana ya...

saya kecewa dengan lambatnya penanganan corona oleh pemrintah, tapi dampak apa yang dilakukan pemprov DKI walaupun tepat,
Malah begini mental warganya  https://twitter.com/tubirfess/status/1239117930777862144Â â€¦","Negative"
"Sepertinya pemerintah Indonesia dan US saingan dlm mengecewakan warganya dlm menangani COVID-19 ini.","Negative"
"Sepertinya Indonesia menghadapi covid 19, lebih sulit dibanding negara lain, krn kebijakan yg dibuat pemerintah tidak melalui pertimbangan yg matang alias asal dn tidak kredibel sehingga banyak diragukan/dipertanyakan para ahli. Jadi ngeriii.","Negative"
"Sepakat.. udah deh jangan pake kata lockdown buat gaya gayaan..
Rakyat cuma pengen ini gimana wabah ditanganin dengan serius terus dampak nya ke masyarakat di ringankan..

Udah gitu aja...
Yg penting kerja terus kerjain, jangan banuak tingkah 2024 masih lama","Negative"
"Seolah-olah tidak memiliki rasa empati dan kemanusiaan, ditengah krisis ini DPR dan Pemerintah masih mengedepankan kepentingan investor ketimbang nyawa warga Negara Indonesia yang angka nya tiap hari terus meningkat akibat Covid-19: https://villagerspost.com/todays-feature/bahas-omnibus-law-dan-ibu-kota-negara-di-tengah-krisis-covid-19-dpr-pemerintah-krisis-kemanusiaan/Â â€¦","Negative"
"Semua shock dihantam covid-19. Memang tidak ada yg siap, tapi kemauan dan kemampuan bisa ditunjukkan.
Pemerintah Indonesia termasuk yg paling buruk dan terlambat menghadapinya.
Meskipun begitu, tetap kita patuhi arahan yg lumayan baik.
#dirumahajahttps://twitter.com/ferizandra/status/1248840897061457920Â â€¦","Negative"
"semua sektor usaha kena dampak besar karena corona ini, yg nyari kerja gabisa karena banyak perusahaan serempak buat nutup sementara rekrutmen, pilihan lockdown udah telat banget juga
jadi sekarang saling doa aja supaya corona ini cepat selesai dan berlalu","Negative"
"Semua rakyat Indonesia (khusus tenaga harian) terdampak covid-19

Corona telah merugikan (kaya, menengah dan miskin), kerja sama satu-satunya PILIHAN ...

Kenapa OJOL merasa paling terdampak, bantuan pemerintah adalah hak-hak rakyat lain yg dialihkan !

https://m.detik.com/oto/berita/d-4972972/psbb-diberlakukan-di-jakarta-ojol-ajukan-tritura?utm_source=notifikasi&utm_campaign=browser&utm_medium=mobileÂ â€¦","Negative"
"Secara tidak langsung Presiden Telah di Ajari Oleh Bawahannya yaitu Gubernur . Dalam menangani Semua masalah yang bersifat Darurat seperti Covid-19 . Ketidak siapan Pemerintah Pusat menangani ini menjadi citra buruk dalam sejarah kepemimpinan di Indonesia.","Negative"
"Secara logika covid-19 masuk indonesia bersamaan dengan orang yg plg dr perjalanan dinas maupun kerja LN, andai dulu pemerintah tidak meremehkan dan segera bertindak membuat prosedur ketat masuk keluarnya orang di bandara","Negative"
"Sebnrnya lockdown gak lockdown, dampak ekonomi skala besar tidak akan terhindarkan. Kl basis ekonomi gak kuat, pasti lumpuh. 
Kebijakan ekonomi Indonesia jg bikin bingung sih. FDI boleh diblg pasti tertunda atau terhentikan.","Negative"
"Sebenernya yg gk paham itu pemerintah atau siapa soal penanganan covid-19..?
Bkn meng lock wna dri cina,tp malah memberi ruang tuk msk ke indonesia..??","Negative"
"Sebenernya gw lumayan percaya si klo cuaca di indonesia membuat covid-19 itu ga tahan lama. Bisa diliat New York atau Italia yg cuacanya dingin, korban meninggalnya separah itu.  Indo emg belum sampe peak,  tapi dengan cuaca kek gini aja bisa sebanyak itu. Pemerintah aja goblok","Negative"
"Sebenernya gw lumayan percaya si klo cuaca di indonesia membuat covid-19 itu ga tahan lama. Bisa diliat New York atau Italia yg cuacanya dingin, korban meninggalnya separah itu.  Indo emg belum sampe peak,  tapi dengan cuaca kek gini aja bisa sebanyak itu. Pemerintah aja goblok","Negative"
"sebenernya gw agak gak masalah klo pemerintah ""not that transparent"" regarding covid-19 situation in indonesia ASAL penanggulangannya berbanding lurus. maksudnya ya di balik layar aja, rakyat tau beres. masalahnya kagak beres2 cuk, jd maunya apa?","Negative"
"Sebenarnya PSBB membuat dampak  ekonomi lebih panjang dan biaya jaminan sosial lebih besar karena lebih dari 2 minggu.  Lain dg lockdown  lebih pendek waktunya","Negative"
"Sebenarnya pengalihan anggaran kementrian untuk penanganan kasus covid-19 itu kebijakan yang bagus. Tapi jika pemangkasan dilakukan justru di sektor penelitian itu membuktikan adanya ketidak-percayaan pemerintah akan kemampuan peneliti Indonesia.

https://m.detik.com/news/berita/d-4967314/alihkan-untuk-atasi-corona-jokowi-pangkas-anggaran-kemenristek-rp-40-triliunÂ â€¦","Negative"
"Saya berharap indonesia dapat menerapkan hal seperti ini. Juga saya harap pemerintah lebih serius lagi dalam penanganan covid-19. Karena masih banyak daerah yang masa bodo dengan masalah ini. Besar harapan kami indonesia pulih seperti sedia kala.
@jokowihttps://twitter.com/kompascom/status/1244183262446202880Â â€¦","Negative"
"Saya amati sudah timbul kekacauan dari dampak tidak Lockdown. 

#COVID19indonesia
#ILCSimalakamaCorona
#WHO
#copy
@DivHumas_Polri
@karniilyas
@tvOneNews
@ILCtv1 

SAYA MELIHAT INDONESIA MEMBIARKAN PASIEN POSITIF COVID-19 MENINGGAL DUNIA. 

PEMRINTAH RI lepas tanggung jawab","Negative"
"Saudi lockdown bandara ga ada.korban jiwa bonggg cebongg

Uea lockdown bandara ga ada korban jiwa loo bongg

Standar ganda loo

Udah w bilang kalo saja pemerintah serius lockdown bandara ga kaya gini cebongg

Yang ga kena dampak.signifikan itu berawal dari lockdown bandara cebong","Negative"
"Satu dampak yg sulit terhindarkan saat penanganan krisis spt ini ya terancamnya hakÂ² sipil.

Lockdown itu misal. Akan mudah dimanfaatkan utk memutus akses publik pada informasi. Apa yg terjadi, pemerintah ngapain, nangkepin siapa (misalnya), atau kasak-kusuk bancakan, tertutup.","Negative"
"Sangat simpel namun pemerintah harus menurunkan ambisi monumentalnya, seperi INFRASTRUKTUR dan PINDAH IBUKOTA. dan biyanya untuk KOMPENSASI SEGALA DAMPAK LOCKDOWN terhadap rakyat. Itu yg belum terdengar APBN?","Negative"
"Sandiaga Salahudin Uno turut berpesan soal penanganan covid-19 di Indonesia. Rakyat butuh pemerintah yang tanggap. Sandiaga juga berharap Presiden agar tampil sebagai negarawan untuk menggalang solidaritas dengan negara-negara lain. pic.twitter.com/DUxcvliMTt","Negative"
"Sampe saat ini pemerintah hanya berputar2 aja tanpa berani memutuskan lockdown...sementara nyawa manusia jadi taruhan...nyawa manusia lbh penting dari dampak akibat diberlakukannya lockdown...","Negative"
"Sampai kapan kah virus covid 19 berada di NKRI. Apakah pemerintah tidak berani memberi keputusan untuk karantina wilayah. Pada akhirnya ekonomi Indonesia juga terpuruk, lebih baik ekonomi terpuruk sekarang, agar covid 19 lebih cepat musnah di NKRI dan ekonomi Indonesia comeback.","Negative"
"Sama juga bohong ,otomatis TKA china lolos tetap bisa masuk ke RI,,utk WNA seluruh dunia kecuali china sdh dgn sendirinya di larang pemerintah nya utk masuk ke indonesia dgn adanya covid 19 ,,dungu kok terus di pamerkan @LaolyYasonna @AdhieMassardi @fadlizon","Negative"
"Salam pak jokowi, menurut berita yg beredar lockdown selama 2 minggu apakah akan membawa dampak positif ? Kalo menurut pengamatan saya lockdown akan siasia pak karena bukan berarti lockdown dapat mencegah tetapi semua kembali pada individunya sendiri pak","Negative"
"Saatnya pemerintah fokus thd penanganan COVID-19, angka kematian hampir tertinggi di dunia akibat virus tsb, tunjukan percaya diri Pak @jokowi ketika China, Iran sdh terinfeksi covid-19 & Indonesia memandang simple virus tsb, saat ini rakyat butuh tangan kuatmu untuk mengatasinya","Negative"
"Rezim sombong ini pasti akan menolak bantuan dari negara lain kecuali bantuan uang.

Kebayang kan kalo alat itu hadir di Indonesia & ternyata hasilnya ribuan org sudah terinfeksi #Covid_19.

Bisa kebongkar semua kebobrokan & ketidakmampuan pemerintah dalam menangani #Covid_19. https://twitter.com/tempodotco/status/1239739726845771776Â â€¦","Negative"
"Rasanya pemerintah pusat masih melihat untung dan rugi dalam menyelamatkan rakyatnya. Itu sebabnya tak ada kebijakan yg benar"" relefan dalam menangani Covid_19. Semoga rakyat Indonesia sabar danbsehat selalu","Negative"
"Rasanya kita tidak bisa ikut menggugat. Fakta bahwa Pemerintah tetap mengizinkan WNA, terutama China, untuk memasuki wilayah Indonesia di awal-2Ã— penyebaran COVIDâ€19, adalah bukti nyata bahwa Pemerintah telah abai, bahkan sengaja ""mengundang"" wabah tersebut untuk masuk.","Negative"
"Rasanya dengan alasan mempertahankan ekonomi, banyak nyawa warga negara Indonesia yang gugur karena virus covid-19 ini tidak dipandang oleh pemerintah.
 
#NegaraAbaikanRakyat
#NyawaTidakBisaBalik
#KesadaranMemicuPerubahan
#RezimCuciTangan
#PrioritaskanNyawaRakyat","Negative"
"RasaÂ²nya kalo memang pemerintah ga tegas sama penanganan Covid-19 wajar ga sih masyarakat indonesia pada akhirnya ga betah dirumah? Trus udah keluar rumah? Walaupun masih sebagian sedikit yg udah mulai aktifitas biasa","Negative"
"Rakyat Indonesia sebagian besar Ekonomi Menengah Kebawah,,
Kenapa Tak Ada Kompensasi Dr Pemerintah?
Pembangunan Ibu Kota baru Pembangunan Tetap Berjalan
Penanganan Covid 19 - Kompensasi Tidak ada
Apakah rakyat Indonesia seSAMPAH Itu Di Mata Pemerintah","Negative"
"rakyat indonesia butuh ketegasan pemerintah pusat cc @jokowi dalam pencegahan dan penanganan dalam mengatasi covid 19 . Ketetapan dan langkah konkrit bukan sekedar himbauan. Semakin lama kami dalam ketidakjelasan semakin berat hidup kami.","Negative"
"Puncaknya covid-19 September ?
Klo spt ini, saya kebayang di Indonesia bakal banyak jenazah covid-19 BERGELIMPANGAN dijalanan dan banyak yg akan tertular lagi !!

Entah dia pejabat atau rakyat biasa !

Karena PENANGANAN pemerintah pusat 'TIDAK JELAS'

Kabar +62 bakal MENDUNIA !!!","Negative"
"Presiden yang egois. Memikirkan ekonomi ditengah masalah yang besar begini. Ia bahkan mau mencabut lockdown padahal tau dampak besar dari itu semua. Seharusnya WHO menegur tegas dari tindakan Trump tersebut.","Negative"
"Presiden negara lain,
Stop pendatang asing
Liburkan seluruh sekolah
Lockdown seluruh negeri

Mereka paham dampak kepada keselamatan warganya.

Sementara di Indonesia ada Gubernur yang cepat tanggap tangani virus corona dicap cari panggung oleh buzzeRp

Fucek buzzeRp menceret! ","Negative"
"Presiden berpidato heroik:
""Dengan ini saya perintahkan Indonesia Lockdown. Pemerintah menjamin kebutuhan rakyat. Kpd pejuang kemanusiaan, dokter & tim medis, APD didistribusikan ke setiap RS. Mari, kita berperang melawan Covid-19!""

~Ayah, bangun! Hujannya gede, atap rumah bocor","Negative"
"Presiden @jokowi kenapa pemerintah terlihat masih mengunakan pendekatan untung rugi dalam menangani covid-19. Cobalah gunakan pendekatan utamakan keselamatan & kesehatan rakyat Indonesia. Ini adalah langkah2 strategis terkait krisis korona dan mantan jurnalis. Silakan dipelajari. https://twitter.com/Dandhy_Laksono/status/1239165636464513024Â â€¦","Negative"
"Penyebaran virus covid 19 di Indonesia masih berlanjut. Upaya pemerintah belum menunjukkan hasil lewat physical distancing. Buktinya, hari ini Sabtu (4/4) kasus positif bertambah 106 kasus baru, hingga total menjadi 2.092 kasus. Tetaplah di rumah jaga kesehatan. #stayathomepic.twitter.com/DK2ELoIqDV","Negative"
"Pengamat Asing Aja Mengkritik karan Lambat, apalagi pengamat Indonesia yang jelasÂ² merasakan lambatnya kinerja pemerintah dalam mengatasi Covid-19.
Kalau gini ya wajar lah di gugat.

https://mercinews.com/berita/pengamat-asing-mengkritik-soal-penanganan-covid-19-di-indonesia-paling-lambatÂ â€¦","Negative"
"PenangguLangan (PENCEGAHAN) COVID 19 Di indonesia sepertinya Kurang maksimaL.... kesadaran dari masyarakat yg kurang apa PEMERINTAH kita memberikan perhatiannya ke masyarakat yg kurang....????","Negative"
"Penanganan Covid-19 di RI Dinilai Buruk, Australia Tarik Duta Besarnya dari Indonesia.
Harusnya Pemerintah sadar dan segera perbaiki kinerjanya ! Bukan malah memperburuk dengan kebijakan yg salah. https://indonesiainside.id/news/internasional/2020/04/10/penanganan-covid-19-dinilai-buruk-australia-tarik-duta-besarnya-dari-indonesiaÂ â€¦","Negative"
"Pempriv dki dan ya pemerintah indonesia harusnya lebih serius dalam menghadapi covid-19 ini. Kecewa gue","Negative"
"Pemerintahan @jokowi sejak awal memang sudah mengabaikan peringatan WHO terkait kesiapan Indonesia mengantisipasi serangan Covid-19.
Sekarang terbukti, dengan kacau balaunya penanganan covid-19.
Kemampuan pemerintah @jokowi hanya banyak bicara, tanpa kerja nyata.https://twitter.com/republikaonline/status/1246121363846205441Â â€¦","Negative"
"Pemerintah tidak tegas dan lamban dalam menangani covid 19. Virus sampe menyebar di indonesia itu adalah tanggung jawab pemerintah.","Negative"
"Pemerintah tidak perlu berspekulasi lagi bahkan berpolemik , karena Virus Covid -19 yg sedang dihadapi oleh Indonesia pada saat ini adalah Virus yg sedang melanda dunia Cc @jokowi","Negative"
"Pemerintah terlalu gegabah anggap remeh covid 19 yg sudah menjadi darurat global, pak menhub yg tempo hari bilang org indonesia gak bisa kena corona sebab makan nasi..","Negative"
"Pemerintah sudah menyiapkan 12 juta masker bedah dan 81 ribu masker N95 untuk penanganan virus corona COVID-19. Stok masker dipastikan ada mulai besok.

Gak sampai 10% dr jumlah total penduduk di Indonesia pak.. https://news.detik.com/berita/d-4948276/pemerintah-siapkan-12-juta-masker-bedah-dan-81-ribu-masker-n95-besokÂ â€¦","Negative"
"Pemerintah Singapore potong gajih para pejabat politik untuk keperluan menangani COVID-19, pemerintah Indonesia menghabiskan anggaran puluhan triliun rupiah untuk perjalanan dinas dan pertemuan yg tidak perlu. https://twitter.com/jokowi/status/1239518437434511366Â â€¦","Negative"
"Pemerintah sepertinya enggan Utk melarang, hanya sebatas imbauan dari Presiden Jokowi agar seluruh warga Indonesia tak mudik demi mencegah penyebaran Covid-19. Mengimbau ada baik buruknya tak memaksa,  dipastiksn ada yg nurut & tak nuruti, dilarang saja masih banyak membandel","Negative"
"PEMERINTAH SAMA MASYARAKAT INDONESIA KENAPA SIH SE GA SERIUS ITU NANGGAPI COVID-19. GILAA GW PARNOAN KESANA KEMARII. APA HARUS NUNGGU KAYAK ITALY DULU BARU AWARE HEH??? APA NUNGGU BU NINGSIH TINAMPI DULU??? YA NGGAK LAH GOBLOG","Negative"
"Pemerintah Republik Indonesia harus banyak belajar paling tidak study banding ke pemprov DKI terkait penanganan yang seriyus Covid-19 ini.. titik","Negative"
"Pemerintah pusat sibuk mau Tangkapin Rakyat nya 

Jika Tidak Ada Kebijakan Anies, Mungkin Ledakan Korban Covid-19 Di Indonesia Seperti Iran Dan Itali 

#OtoriterDiBalikCorona
#OtoriterDiBalikCorona
https://www.sorot.net/2020/04/jika-tidak-ada-kebijakan-anies-mungkin.htmlÂ â€¦ via @sorotnews","Negative"
"Pemerintah Pusat harus bertanggungjawab
Atas meninggalnya warga Negera Indonesia yang berada di dalam Negeri akibat keterlambatan Pencegahan Penyebaran (Pandemi Covid 19)
Dan hentikan semua pembahasan RUU CILAKA

#bantuanhukumgratis
#ylbhinsancitamaluku
#bantuanhukumpic.twitter.com/X0nLs42c6Q","Negative"
"Pemerintah pusat gak berani lockdown karna tau dampak biayanya besar, tapi untuk influencer ada biayanya https://twitter.com/BertemanM/status/1243916676178927618Â â€¦","Negative"
"Pemerintah pusat ga perlu bikin PP buat COVID-19. 1.) Ga punya kapasitas buat menangani satu Indonesia, 2.) Pun kalau bisa, hanya lewat agen-agennya di daerah: Pemda, 3.) Kalau pemda mau inisiatif, harus izin pusat, meaning more people are suffering.","Negative"
"Pemerintah pastikan penuhi kebutuhan dasar rakyat selama mewabahnya Covid-19,
Lengkapi kekurangan kebutuhan kesehatan,.. Segera!!
#SeruanMendesakLMND","Negative"
"Pemerintah menyuruh rakyat Dirumah aja, dalam situasi Pandemi Covid-19 yang terjadi di Indonesia. Sementara badan Legislatif DPR RI justru menggelar paripurna pembahasan RUU Omnibuslaw. #Tolak_Omnibuslawpic.twitter.com/wK63r2JAON","Negative"
"Pemerintah mengeluarkan kebijakan darurat sipil untuk mengatasi wabah covid-19 .. 

Hey bung kita ini bukan sedang perang, kita ini sedang terserang wabah, indonesia sudah punya UU No.6 tahun 2018 tentang karantina kesehatan, gunakan itu lol bukan malah darurat sipil !!!","Negative"
"Pemerintah menangani pandemi covid-19 atau corona virus itu dibilang telat ya emang telat, karena harusnya sejak corona mewabah di wuhan saat itu juga indonesia mestinya langsung tanggap dan paling tidak sangatlah ketat khusus pendatang dari negara luar.","Negative"
"Pemerintah kita sebelumnya sombong, covid-19 katanya tak akan masuk ke Indonesia, ditambah berbagai kebijakannya yang tak memihak rakyat, wajar jika kini kita hancur di segala bidang. Mari Selamatkan Indonesia dengan Islam kaffah!!!! https://twitter.com/dwi_condro/status/1245996368692477954Â â€¦","Negative"
"Pemerintah kita belum kepikiran utk lockdown mas, sampean ngerti nggak dampak lockdown buat Indonesia ? Opo iyo pemerintah mampu menanggung beban iku? Duite negara ki orak cukup mas. Perekonomian bakal anjlok. Ora lockdown wae dollar tembus 16rb lho","Negative"
"PEMERINTAH INI SERIUS GAK SIH NANGANIN PANDEMI COVID-19 DI INDONESIA?!","Negative"
"Pemerintah Indonesia, mirip2 pemerintah Amerika yang arogan dan pede mampus bahwa covid-19 ga akan masuk ke negara.

Sedangkan masyarakat +62, persis banget sama warga Italia yang DENIAL dan NGEYEL disuruh SOCIAL DISTACING dan/ menghindari FASILITAS PUBLIK jika tidak MENDESAK.","Negative"
"Pemerintah Indonesia terlambat dalam antisipasi penanganan covid-19.

Karena ada pepatah mengatakan :
""Lebih baik terlambat daripada tidak sama sekali.""

Padahal seharusnya :

""Mencegah lebih baik daripada mengobati.""

Kritis boleh bego jangan.","Negative"
"Pemerintah Indonesia telah berbohong soal data Coronavirus COVID-19 soal jumlah dan sebarannya... Soalnya di DKI Jakarta & Jawa Barat saja sudah ratusan bahkan ribuan kasus yang terkonfirmasi makanya gw ga percaya sama Rezim ini soal COVID-19 #HOLLYWOOD #VSCO","Negative"
"Pemerintah Indonesia sangat menyeramkan buat nanganin COVID-19. Takut ekonomi hancur. Bukan pakar ekonomi tapi aku sendiri mikir uang bisa di cari, nyawa dan kesehatan gak ada gantinya.","Negative"
"Pemerintah Indonesia sangat menyepelekan Covid-19. Sehingga hingga saat ini banyak korban.","Negative"
"Pemerintah Indonesia nya memble pak @MardaniAliSera makanya covid 19 ini berkembang biak secepat kilat di Indonesia ini","Negative"
"pemerintah indonesia menutupi perkembangan covid-19, hal ini persis yang dilakukan Klan Co menutupi wabah zombie di Series TV kingdom~","Negative"
